bytes_sent,bytes_received,packet_count,connection_duration,connections_per_minute,upload_download_ratio,destination_reputation,is_external,hour_of_day,is_off_hours,dst_port,unusual_destination,new_device,baseline_deviation,label,threat_type
995.4091338108395,4387.1659203556555,5,2.284553484336416,16.368411844077336,0.2268911529405171,0.9357060907513459,1,16,0,389,0,0,0.06879755294336892,0,Normal Traffic
1178.3759181589026,798.9967388856769,10,0.06978304904034016,388.93501497883614,1.4748194339345213,0.5349635879513681,1,21,1,21,1,0,0.888016420395934,1,Brute Force
1563.4866658298945,110006.95435261473,141,0.5260729259693844,4.290070289863625,0.014212616602567838,0.9683854683245052,1,9,0,8080,0,1,0.166269359999607,0,Normal Traffic
83.58665679638686,0.0,1,0.03498230691188098,232.84488274899766,10.0,0.6999295000787449,1,2,1,19122,1,0,0.9133806424508315,1,Port Scanning
573.7465422611809,1280.2694316255383,12,0.27815802508557524,85.06052179579505,0.4481451545185327,0.57795607717508,1,0,1,445,0,0,0.9413273795674953,1,Brute Force
3539.257124108251,73533.24215856899,76,1.6806431615940096,9.383151537046617,0.04813138956223507,0.9944725467417426,1,17,0,53,0,0,0.08541850998782075,0,Normal Traffic
435.2112692960814,444.22906992080965,7,2.3121279355372146,3.09102753135801,1.0,0.1312274429976017,1,7,1,8080,1,0,0.6857766464551445,1,Botnet-like Behaviour
8336.717165760621,32043.11884017345,38,10.363825100773239,14.641683743765245,0.26017183930637305,0.9755791959573114,1,18,0,53,0,0,0.0029412735917494215,0,Normal Traffic
2075.0562854606815,212384.4552876733,212,0.30007342753415067,15.388236818454065,0.00977028324718978,0.981922397401621,0,13,0,8443,0,0,0.22716121777980083,0,Normal Traffic
485.23159185659233,1323.935561137838,9,0.1660521353741285,154.4108124993502,0.3665069555496846,0.39448344479534503,1,9,0,21,1,0,0.693840707003537,1,Brute Force
4194.892200883844,72760.80426531463,79,1.8459077282881562,21.938980182783723,0.05765318626203761,0.9886150383242208,1,9,0,389,0,0,0.08185851742950975,0,Normal Traffic
126043618.48021956,40053.6868557578,90031,353.27129019633924,20.977739555284444,3146.8668273692397,0.179063655742442,1,1,1,8443,1,0,0.8942318587431246,1,Data Exfiltration
1573.2119200295174,977.9083831209199,6,0.07662111583412407,212.52949788223205,1.6087518495431359,0.5351806293062977,1,19,0,445,1,0,0.7446042166791758,1,Brute Force
7308.080357825583,30381.223756837117,35,7.220885095828283,18.05296432470685,0.24054595089116323,1.0,1,13,0,389,0,0,0.19049243614928837,0,Normal Traffic
2992.432278156975,81824.8779605649,92,0.8138156241082375,9.971697537905976,0.03657117923963373,0.9299464534426686,1,15,0,443,0,0,0.24509218523554627,0,Normal Traffic
9281.375283921481,337689.5782038403,336,1.5946416101131793,4.919027246632432,0.027484932562292296,0.9490211279289711,1,11,0,389,0,1,0.23238228606195646,0,Normal Traffic
1498.5750824249544,6935.582768792912,6,1.1881098257972367,8.843645297952452,0.21607053543761118,0.9837348528629191,0,2,1,80,0,0,0.24288504857712878,0,Normal Traffic
1881.7429412080378,55479.59144860439,53,1.2268471750878738,10.897191228316535,0.03391775051103722,1.0,0,18,0,80,0,0,0.13544024106689082,0,Normal Traffic
12367.036233778166,5096.017280213643,15,0.6816542470746246,15.937130600972836,2.4268042186190737,0.9912986014053908,1,9,0,389,0,0,0.0560167617288031,0,Normal Traffic
20657.46726706287,38664.91111017923,67,0.718903363849121,10.320609139708049,0.5342691001719236,0.9553777440889636,1,9,0,8080,0,0,0.08541850347276181,0,Normal Traffic
10634.75300104492,95591.40505151261,146,0.4659742298199947,12.481479065107274,0.11125218836687284,0.9429989155486962,1,17,0,8443,0,0,0.2427280175906912,0,Normal Traffic
45.069391716601146,0.0,1,0.02042654702304435,1012.8995692714147,10.0,0.6781796375348002,0,2,1,32284,1,0,0.7087780516530919,1,Port Scanning
6481.066769069932,23632.522888178257,51,0.8051484816268266,12.150437785214953,0.27424354139997337,0.9696739076292983,1,10,0,80,0,0,0.1446119389631741,0,Normal Traffic
1722.3769017716443,38083.142890225776,44,4.512266101660521,12.01442941483052,0.04522675312634716,1.0,1,14,0,8443,0,0,0.04665155441550761,0,Normal Traffic
8193.017066240487,337286.8915757311,487,1.283687765823459,17.424073971013748,0.024290944210622865,1.0,0,15,0,389,0,0,0.005725128139616481,0,Normal Traffic
1567.473463400106,26571.801376759708,24,3.6242929766678964,14.345331902312548,0.058990109145217885,0.9681162170603231,1,12,0,53,0,0,0.025710648039369177,0,Normal Traffic
11639.685318382573,41482.073291276174,90,0.1,9.060733522214319,0.28059555356965343,1.0,1,9,0,8443,0,0,0.09582387770439371,0,Normal Traffic
482.309192552304,256.4529582178878,8,3.449156348985507,1.9690206114815314,1.0,0.15153695249315882,1,6,1,8080,1,0,0.7437510392243678,1,Botnet-like Behaviour
109.04613018777154,0.0,1,0.08859116861354092,598.4814028189792,10.0,0.3035691220326258,1,15,0,13112,1,1,0.7522383739919977,1,Port Scanning
7436.112093910495,19567.213220445028,46,2.7162189983216396,15.426280455056189,0.3800291850523092,1.0,0,17,0,8443,0,0,0.16487998866748874,0,Normal Traffic
2239.5239807440694,10284.302900073153,13,1.757729980660787,6.259417628519915,0.2177613789193373,0.9915062140687306,0,14,0,8080,0,0,0.10083924293446878,0,Normal Traffic
819792855.5512118,48914.621174669606,585566,1019.2509819360448,35.148448794681556,16759.66890602724,0.3334553918070587,1,2,1,22,1,0,0.9927020399792844,1,Data Exfiltration
376.80879121751366,466.13954219866554,15,4.659647112327805,2.611838787423475,1.0,0.21690028598176397,1,6,1,8080,1,0,0.7944433445854139,1,Botnet-like Behaviour
3309.451505743687,27470.105135513197,51,0.1,14.678313722020338,0.12047465742915002,0.9654456720371557,1,1,1,389,0,0,0.23777382355943105,0,Normal Traffic
53051.354510863785,1056802.1434181544,1098,4.645500942776717,12.220974042303636,0.05019989298968754,0.999299233415107,0,2,1,443,0,0,0.23249854560491387,0,Normal Traffic
13710.05394357253,60553.00798737974,68,2.4727146231896975,11.158782020031829,0.2264140857615188,0.9861053108124475,1,10,0,80,0,0,0.21383403257557868,0,Normal Traffic
2294.4430687463328,8640.744069994433,10,3.1298352748306084,11.18682997967644,0.2655376724689649,0.9871208901641392,1,12,0,443,0,0,0.17160308593529128,0,Normal Traffic
498.01536529122956,21322.923359696855,39,0.12915321303376223,12.518001804032396,0.02335586715246299,0.9709509834939422,0,16,0,443,0,0,0.11448224860850698,0,Normal Traffic
890134103.4522395,21839.404738788482,635810,398.8690832908338,17.455224377900745,40758.16690513053,0.14253946625993286,1,4,1,9001,1,0,0.9753228093984603,1,Data Exfiltration
8066.411349260259,163712.76652912205,158,0.5595002844768345,10.318561498149032,0.04927173072861954,0.9830473090322537,0,11,0,389,0,0,0.18480998911638766,0,Normal Traffic
229.45872043036138,680.2249458658002,13,1.9939583473983924,2.794589242393973,1.0,0.23423754933376068,1,10,0,6667,1,0,0.8427672574075938,1,Botnet-like Behaviour
2057.4011271334134,57258.91155222039,84,2.4870517790728117,15.47872705768166,0.0359315444768288,0.95470399207134,1,10,0,53,0,0,0.04099052970451869,0,Normal Traffic
75275.67218029362,185061.52685214454,247,2.344882460454848,6.754584432320457,0.40676024596098437,0.9241536941551506,1,15,0,443,0,0,0.20855960741016,0,Normal Traffic
2196.855250635135,16074.557224875682,29,2.4754852841480868,9.842457091673998,0.1366666104641103,0.9580537911582091,1,14,0,8080,0,0,0.11701521569886611,0,Normal Traffic
10181.535666604253,6566.242993906761,13,1.906289160742903,17.806823523107294,1.550587706859517,0.9652910476921825,0,15,0,80,0,0,0.024940751009533385,0,Normal Traffic
5748.250064793815,77484.84527308568,70,2.806011066284411,21.346985816099988,0.07418547516659321,0.9573742364361456,0,18,0,80,0,0,0.023540952213207456,0,Normal Traffic
13212.305334730021,86144.77534145718,168,0.5589508787706993,10.90290743890279,0.153373263582842,0.9702835327735683,1,13,0,80,0,0,0.10513714978001293,0,Normal Traffic
3176.9133042645676,55919.32195325415,48,0.7822513694412168,20.620958153732293,0.05681244323599477,1.0,0,12,0,389,0,0,0.06447192135830057,0,Normal Traffic
7694.3411347621595,343355.41352180537,635,3.5751434200750536,12.931442447858302,0.022409261167141953,0.9459468643635286,1,12,0,443,0,0,0.06341061858534389,0,Normal Traffic
47877191.328611754,0.0,7301,0.22604115565923996,1059.4413164831367,100.0,0.3591707346335493,1,15,0,443,1,0,0.9688791225678784,1,Denial-of-Service-like Traffic
3915.3839180214254,43295.668401313626,46,3.634805738155786,7.71480451893248,0.09043361755566821,0.9673822539667988,1,10,0,8443,0,1,0.12583031481134693,0,Normal Traffic
4592.105044674216,258529.46417048367,239,1.8043576455445132,14.691772817980157,0.017762404990891156,0.9270621227216885,0,15,0,88,0,0,0.08130279906905283,0,Normal Traffic
727899619.2320515,8537.41955868401,519928,1047.2525593743876,18.968939405432934,85259.90953456816,0.13803515134941455,1,1,1,8088,1,1,0.9628692684506149,1,Data Exfiltration
2203.672053659839,12927935.896514421,9902,3.0681112690290373,15.45746138555838,0.0001704581513475778,1.0,0,18,0,80,0,0,0.10238968322918876,0,Normal Traffic
1873.8732909424743,1629649.3272215698,2753,0.11476291499338208,3.8681058070512044,0.0011498628935939783,1.0,0,9,0,443,0,0,0.19320160185216403,0,Normal Traffic
19292.402474706683,37615.28047888446,58,0.3587974845546407,12.66814800290542,0.5128873752659262,0.9925218539220175,0,9,0,8443,0,0,0.09085098299985675,0,Normal Traffic
1538.8832746854578,41609.63653087107,48,5.113363256355087,14.512832047185356,0.03698381920600839,0.987752051466039,0,15,0,8080,0,0,0.24308217757759834,0,Normal Traffic
6631.913099164845,1267.0614345954555,6,0.568673016618958,12.920066951019832,5.23408961719545,0.9909455366278735,0,17,0,8443,0,1,0.170244355673305,0,Normal Traffic
451.06440483561255,277.87734250251594,12,4.582876230585741,3.6553614859885233,1.0,0.23457087607045848,1,3,1,9050,1,0,0.6185761100619075,1,Botnet-like Behaviour
8985.265178726417,516914.616240706,661,1.1103391012156283,10.503278896039266,0.017382493929214697,0.975333029164345,1,11,0,8080,0,0,0.1916318290554068,0,Normal Traffic
13645.692925234784,148563.10085142302,189,8.685465848684297,9.063363310516218,0.09185115851130322,1.0,1,22,1,389,0,0,0.010029144572128862,0,Normal Traffic
586.1925709248283,31863.219164591475,33,1.071000293040246,14.929394135223838,0.01839715465963478,0.9809853743384025,0,14,0,88,0,0,0.18378969947985013,0,Normal Traffic
2625.3641381712787,10495.2202292351,18,5.021832897482344,16.117590472541284,0.2501485515147325,0.9658527588993039,1,17,0,88,0,0,0.22316404883387012,0,Normal Traffic
5700.077454330256,46162.44432120011,55,3.110963640877682,12.366959503949127,0.12347867488707685,0.9598360202450802,0,18,0,80,0,0,0.021169038810672475,0,Normal Traffic
1784.9577931858123,1283.7292395341233,12,0.352206110560328,121.59893940102381,1.3904472518158029,0.2976564498264282,1,1,1,21,0,0,0.6588791819636391,1,Brute Force
3100.2801506213646,69843.11787595597,132,0.8619431831976196,12.361015569378624,0.04438920032361069,1.0,0,22,1,389,0,0,0.008844803793329997,0,Normal Traffic
3335.270647691659,297355.76017410203,269,2.5190574531335344,11.877375578590248,0.011216431945824274,1.0,1,10,0,389,0,0,0.054171660926348175,0,Normal Traffic
2990.9870531902134,20211.891730815696,21,2.8828396283315136,10.024986432553739,0.14798154932870825,1.0,1,12,0,8080,0,0,0.05839756456359099,0,Normal Traffic
93.98140582053024,0.0,1,0.04701624479975746,1172.018173151445,10.0,0.37390905245570183,0,8,0,26733,1,0,0.8144625084422626,1,Port Scanning
97.71087032872285,0.0,1,0.08638162276189834,612.0001833251038,10.0,0.5195657812992839,1,4,1,48173,1,0,0.786039863653997,1,Port Scanning
1922.488860716766,72228.51364480279,93,2.57570399847151,7.9665473538012765,0.02661675789385566,1.0,1,20,1,53,0,0,0.2189464452399261,0,Normal Traffic
666.0670904784439,811.9011884729412,8,2.6624332555224943,1.3984637377995017,1.0,0.21177945994825897,1,13,0,8080,1,0,0.8244305873320686,1,Botnet-like Behaviour
651.9428081487425,1259.7239947926348,12,0.21794801380712933,388.10651507819927,0.5175282925813125,0.5999888589471929,1,11,0,22,1,0,0.8902121379096763,1,Brute Force
244.90651161011363,20861.75446930824,16,5.904489220361264,3.96720075693597,0.011739497364443604,0.999675884735071,1,12,0,8443,0,0,0.060097515794425904,0,Normal Traffic
65432.20555519916,28944.69132877605,127,2.6922780892906557,13.106174667570667,2.2605943456770667,1.0,1,9,0,88,0,1,0.15348339619001544,0,Normal Traffic
7137.29461963191,351662.595837431,365,1.3800828132624343,10.790703031694768,0.020295859451971363,0.9798631151302911,1,14,0,8080,0,0,0.11716516049853157,0,Normal Traffic
5345.779209611011,241410.47106899237,225,0.16439058038132878,13.390121504632297,0.022143940923271915,1.0,1,18,0,8080,0,0,0.028733249264891708,0,Normal Traffic
1189.772032714061,699.9450356898424,4,0.15513863835779104,244.22419345496166,1.699807802110435,0.32700738505201976,1,9,0,3389,1,0,0.7788355977286961,1,Brute Force
1093.4880006391973,92629.06600733075,85,1.007039173932296,10.535073842726954,0.011805020257385059,0.993316406906523,0,9,0,8080,0,0,0.017789571293358203,0,Normal Traffic
2508.8411009335523,48512.18054861785,96,5.697513439883347,13.820832992406588,0.05171569433823422,0.9850885042015293,1,11,0,389,0,0,0.049914921662244566,0,Normal Traffic
237.18643130355724,69813.7343378804,109,6.176070977047015,8.961363527221353,0.0033974179085684815,0.9547611877512736,1,14,0,8443,0,0,0.09040507850335927,0,Normal Traffic
776.578897706502,50317.81685015066,46,2.3968344359710927,11.628068833641995,0.015433477569569412,0.972623637327487,0,14,0,8080,0,0,0.11713924864778366,0,Normal Traffic
58.811480791891825,0.0,1,0.0977201476666865,443.3049141159669,10.0,0.6529912910390014,0,13,0,12046,1,0,0.748475978521194,1,Port Scanning
626.386453973914,73673.96741639377,59,0.3816326045135485,12.083398401009557,0.00850214093173068,0.9794212832726403,1,14,0,8080,0,0,0.03089452390759717,0,Normal Traffic
